state,zcta5,ZIPName,County,County2
49,84648,"Nephi, UT",Juab UT,
49,84649,"Oak City, UT",Millard UT,
49,84651,"Payson, UT",Utah UT,
49,84652,"Redmond, UT",Sevier UT,
49,84653,"Salem, UT",Utah UT,
49,84654,"Salina, UT",Sevier UT,
49,84655,"Santaquin, UT",Utah UT,
49,84656,"Scipio, UT",Millard UT,Juab UT
49,84657,"Sigurd, UT",Sevier UT,
49,84660,"Spanish Fork, UT",Utah UT,
49,84662,"Spring City, UT",Sanpete UT,
49,84663,"Springville, UT",Utah UT,
49,84664,"Mapleton, UT",Utah UT,
49,84665,"Sterling, UT",Sanpete UT,
49,84667,"Wales, UT",Sanpete UT,
49,84701,"Richfield, UT",Sevier UT,
49,84710,"Alton, UT",Kane UT,
49,84711,"Annabella, UT",Sevier UT,
49,84712,"Antimony, UT",Garfield UT,Piute UT
49,84713,"Beaver, UT",Beaver UT,Millard UT
49,84714,"Beryl, UT",Iron UT,
49,84715,"Bicknell, UT",Wayne UT,
49,84716,"Boulder, UT",Garfield UT,
49,84718,"Cannonville, UT",Garfield UT,Kane UT
49,84719,"Brian Head, UT",Iron UT,
49,84720,"Cedar City, UT",Iron UT,
49,84721,"Cedar City, UT",Iron UT,
49,84722,"Central, UT",Washington UT,
49,84723,"Circleville, UT",Piute UT,
49,84724,"Elsinore, UT",Sevier UT,
49,84725,"Enterprise, UT",Washington UT,
49,84726,"Escalante, UT",Garfield UT,
49,84728,"Garrison, UT",Millard UT,
49,84729,"Glendale, UT",Kane UT,
49,84730,"Glenwood, UT",Sevier UT,
49,84731,"Greenville, UT",Beaver UT,
49,84732,"Greenwich, UT",Piute UT,
49,84733,"Gunlock, UT (PO Boxes)",Washington UT,
49,84734,"Hanksville, UT",Wayne UT,
49,84735,"Hatch, UT",Garfield UT,
49,84736,"Henrieville, UT",Garfield UT,
49,84737,"Hurricane, UT",Washington UT,
49,84738,"Ivins, UT",Washington UT,
49,84739,"Joseph, UT",Sevier UT,
49,84740,"Junction, UT",Piute UT,
49,84741,"Kanab, UT",Kane UT,
49,84742,"Kanarraville, UT",Iron UT,
49,84743,"Kingston, UT",Piute UT,
49,84744,"Koosharem, UT",Sevier UT,Piute UT
49,84745,"La Verkin, UT",Washington UT,
49,84746,"Leeds, UT",Washington UT,
49,84747,"Loa, UT",Wayne UT,
49,84749,"Lyman, UT",Wayne UT,
49,84750,"Marysvale, UT",Piute UT,
49,84751,"Milford, UT",Beaver UT,Millard UT
49,84752,"Minersville, UT",Beaver UT,
49,84753,"Modena, UT",Iron UT,Beaver UT
49,84754,"Monroe, UT",Sevier UT,
49,84755,"Orderville, UT",Kane UT,
49,84756,"Newcastle, UT",Iron UT,Washington UT
49,84757,"New Harmony, UT",Washington UT,Iron UT
49,84758,"Orderville, UT",Kane UT,
49,84759,"Panguitch, UT",Garfield UT,
49,84760,"Paragonah, UT",Iron UT,
49,84761,"Parowan, UT",Iron UT,
49,84762,"Duck Creek Village, UT (PO Boxes)",Kane UT,Garfield UT
49,84763,"Rockville, UT",Washington UT,
49,84764,"Bryce Canyon City, UT",Garfield UT,
49,84765,"Santa Clara, UT",Washington UT,
49,84766,"Sevier, UT",Sevier UT,
49,84767,"Springdale, UT",Washington UT,
49,84770,"St. George, UT",Washington UT,
49,84772,"Summit, UT",Iron UT,
49,84773,"Teasdale, UT",Wayne UT,
49,84774,"Toquerville, UT",Washington UT,
49,84775,"Torrey, UT",Wayne UT,Garfield UT
49,84776,"Tropic, UT",Garfield UT,
49,84779,"Virgin, UT",Washington UT,
49,84780,"Washington, UT",Washington UT,
49,84781,"Pine Valley, UT",Washington UT,
49,84782,"Veyo, UT",Washington UT,
49,84783,"Dammeron Valley, UT",Washington UT,
49,84784,"Hildale, UT",Washington UT,
49,84790,"St. George, UT",Washington UT,
50,05001,"White River Junction, VT",Windsor VT,
50,05031,"Barnard, VT (PO Boxes)",Windsor VT,
50,05032,"Bethel, VT",Windsor VT,
50,05033,"Bradford, VT",Orange VT,
50,05034,"Bridgewater, VT",Windsor VT,
50,05035,"Bridgewater Corners, VT",Windsor VT,
50,05036,"Brookfield, VT",Orange VT,
50,05037,"Brownsville, VT",Windsor VT,
50,05038,"Chelsea, VT",Orange VT,
50,05039,"Corinth, VT",Orange VT,
50,05040,"East Corinth, VT",Orange VT,
50,05041,"East Randolph, VT",Orange VT,
50,05042,"East Ryegate, VT",Caledonia VT,
50,05043,"East Thetford, VT",Orange VT,
50,05045,"Fairlee, VT",Orange VT,
50,05046,"Groton, VT",Caledonia VT,
50,05048,"Hartland, VT",Windsor VT,
50,05050,"Mc Indoe Falls, VT (PO Boxes)",Caledonia VT,
50,05051,"Newbury, VT",Orange VT,
50,05052,"North Hartland, VT",Windsor VT,
50,05053,"North Pomfret, VT",Windsor VT,
50,05055,"Norwich, VT",Windsor VT,
50,05056,"Plymouth, VT",Windsor VT,
50,05058,"Post Mills, VT",Orange VT,
50,05059,"Quechee, VT",Windsor VT,
50,05060,"Randolph, VT",Orange VT,Windsor VT
50,05061,"Randolph Center, VT",Orange VT,
50,05062,"Reading, VT",Windsor VT,
50,05065,"Sharon, VT",Windsor VT,
50,05067,"South Pomfret, VT",Windsor VT,
50,05068,"South Royalton, VT",Windsor VT,Orange VT
50,05069,"South Ryegate, VT",Caledonia VT,Orange VT
50,05070,"South Strafford, VT",Orange VT,
50,05071,"South Woodstock, VT",Windsor VT,
50,05072,"Strafford, VT",Orange VT,
50,05075,"Thetford Center, VT",Orange VT,
50,05076,"Topsham, VT",Orange VT,
50,05077,"Tunbridge, VT",Orange VT,
50,05079,"Vershire, VT",Orange VT,
50,05081,"Wells River, VT",Orange VT,
50,05083,"West Fairlee, VT",Orange VT,
50,05084,"West Hartford, VT",Windsor VT,
50,05086,"West Topsham, VT",Orange VT,
50,05089,"Windsor, VT",Windsor VT,
50,05091,"Woodstock, VT",Windsor VT,
50,05101,"Bellows Falls, VT",Windham VT,
50,05141,"Cambridgeport, VT (PO Boxes)",Windham VT,
50,05142,"Cavendish, VT",Windsor VT,
50,05143,"Chester, VT",Windsor VT,Windham VT
50,05146,"Grafton, VT",Windham VT,
50,05148,"Londonderry, VT",Windham VT,Bennington VT
50,05149,"Ludlow, VT",Windsor VT,
50,05150,"North Springfield, VT",Windsor VT,
50,05151,"Perkinsville, VT",Windsor VT,
50,05152,"Peru, VT",Bennington VT,
50,05153,"Proctorsville, VT",Windsor VT,
50,05154,"Saxtons River, VT",Windham VT,
50,05155,"South Londonderry, VT",Windham VT,Bennington VT
50,05156,"Springfield, VT",Windsor VT,
50,05158,"Westminster, VT",Windham VT,
50,05161,"Weston, VT",Windsor VT,
50,05201,"Bennington, VT",Bennington VT,
50,05250,"Arlington, VT",Bennington VT,
50,05251,"Dorset, VT",Bennington VT,
50,05252,"East Arlington, VT",Bennington VT,
50,05253,"East Dorset, VT",Bennington VT,Rutland VT
50,05254,"Manchester, VT",Bennington VT,
50,05255,"Manchester Center, VT",Bennington VT,
50,05257,"North Bennington, VT",Bennington VT,
50,05260,"North Pownal, VT",Bennington VT,
50,05261,"Pownal, VT",Bennington VT,
50,05262,"Shaftsbury, VT",Bennington VT,
50,05301,"Brattleboro, VT",Windham VT,
50,05340,"Bondville, VT",Bennington VT,
50,05341,"East Dover, VT",Windham VT,
50,05342,"Jacksonville, VT",Windham VT,
50,05343,"Jamaica, VT",Windham VT,
50,05345,"Newfane, VT",Windham VT,
50,05346,"Putney, VT",Windham VT,
50,05350,"Readsboro, VT",Bennington VT,
50,05352,"Stamford, VT",Bennington VT,
50,05353,"Townshend, VT",Windham VT,
50,05354,"Vernon, VT",Windham VT,
50,05355,"Wardsboro, VT",Windham VT,
50,05356,"West Dover, VT",Windham VT,
50,05358,"West Halifax, VT",Windham VT,
50,05359,"West Townshend, VT",Windham VT,
50,05360,"West Wardsboro, VT",Windham VT,
50,05361,"Whitingham, VT",Windham VT,
50,05362,"Williamsville, VT",Windham VT,
50,05363,"Wilmington, VT",Windham VT,Bennington VT
50,05401,"Burlington, VT",Chittenden VT,
50,05403,"South Burlington, VT",Chittenden VT,
50,05404,"Winooski, VT",Chittenden VT,
50,05405,"Burlington, VT",Chittenden VT,
50,05408,"Burlington, VT",Chittenden VT,
50,05439,"St Michaels College, Colchester, VT",Chittenden VT,
50,05440,"Alburgh, VT",Grand Isle VT,
50,05441,"Bakersfield, VT",Franklin VT,
50,05442,"Belvidere Center, VT",Lamoille VT,
50,05443,"Bristol, VT",Addison VT,
50,05444,"Cambridge, VT",Franklin VT,Lamoille VT
50,05445,"Charlotte, VT",Chittenden VT,
50,05446,"Colchester, VT",Chittenden VT,
50,05447,"East Berkshire, VT",Franklin VT,
50,05448,"East Fairfield, VT",Franklin VT,
50,05450,"Enosburg Falls, VT",Franklin VT,
50,05452,"Essex Junction, VT",Chittenden VT,
50,05454,"Fairfax, VT",Franklin VT,
50,05455,"Fairfield, VT",Franklin VT,
50,05456,"Ferrisburgh, VT",Addison VT,
50,05457,"Franklin, VT",Franklin VT,
50,05458,"Grand Isle, VT",Grand Isle VT,
50,05459,"Highgate Center, VT",Franklin VT,
50,05461,"Hinesburg, VT",Chittenden VT,Addison VT
50,05462,"Huntington, VT",Chittenden VT,
50,05463,"Isle La Motte, VT",Grand Isle VT,
50,05464,"Jeffersonville, VT",Lamoille VT,Franklin VT
50,05465,"Jericho, VT",Chittenden VT,
50,05468,"Milton, VT",Chittenden VT,Franklin VT
50,05471,"Montgomery Center, VT",Franklin VT,Orleans VT
50,05472,"New Haven, VT",Addison VT,
50,05473,"North Ferrisburgh, VT",Addison VT,
50,05474,"North Hero, VT",Grand Isle VT,
50,05476,"Richford, VT",Franklin VT,
50,05477,"Richmond, VT",Chittenden VT,
50,05478,"Saint Albans, VT",Franklin VT,
50,05482,"Shelburne, VT",Chittenden VT,
50,05483,"Sheldon, VT",Franklin VT,
50,05485,"Sheldon Springs, VT (PO Boxes)",Franklin VT,
50,05486,"South Hero, VT",Grand Isle VT,
50,05487,"Starksboro, VT",Addison VT,Chittenden VT
50,05488,"Swanton, VT",Franklin VT,
50,05489,"Underhill, VT",Chittenden VT,
50,05491,"Vergennes, VT",Addison VT,
50,05492,"Waterville, VT",Lamoille VT,
50,05494,"Westford, VT",Chittenden VT,
50,05495,"Williston, VT",Chittenden VT,
50,05602,"Montpelier, VT",Washington VT,
50,05640,"Adamant, VT",Washington VT,
50,05641,"Barre, VT",Washington VT,Orange VT
50,05647,"Cabot, VT",Washington VT,
50,05648,"Calais, VT",Washington VT,
50,05649,"East Barre, VT",Orange VT,Washington VT
50,05650,"East Calais, VT",Washington VT,
50,05651,"East Montpelier, VT",Washington VT,
50,05652,"Eden, VT",Lamoille VT,
50,05653,"Eden Mills, VT",Lamoille VT,
50,05654,"Graniteville, VT",Washington VT,Orange VT
50,05655,"Hyde Park, VT",Lamoille VT,
50,05656,"Johnson, VT",Lamoille VT,
50,05657,"Lake Elmore, VT",Lamoille VT,
50,05658,"Marshfield, VT",Washington VT,
50,05660,"Moretown, VT",Washington VT,
50,05661,"Morrisville, VT",Lamoille VT,
50,05663,"Northfield, VT",Washington VT,Orange VT
50,05667,"Plainfield, VT",Washington VT,
50,05669,"Roxbury, VT",Washington VT,Addison VT
50,05672,"Stowe, VT",Lamoille VT,
50,05673,"Waitsfield, VT",Washington VT,
50,05674,"Warren, VT",Washington VT,
50,05675,"Washington, VT",Orange VT,
50,05676,"Waterbury, VT",Washington VT,Chittenden VT
50,05677,"Waterbury Center, VT",Washington VT,
50,05678,"Websterville, VT",Washington VT,
50,05679,"Williamstown, VT",Orange VT,
50,05680,"Wolcott, VT",Lamoille VT,
50,05681,"Woodbury, VT",Washington VT,
50,05682,"Worcester, VT",Washington VT,
50,05701,"Rutland, VT",Rutland VT,
50,05730,"Belmont, VT",Rutland VT,
50,05732,"Bomoseen, VT",Rutland VT,
50,05733,"Brandon, VT",Rutland VT,Addison VT
50,05734,"Bridport, VT",Addison VT,
50,05735,"Castleton, VT",Rutland VT,
50,05736,"Center Rutland, VT",Rutland VT,
50,05737,"Chittenden, VT",Rutland VT,
50,05738,"Cuttingsville, VT",Rutland VT,
50,05739,"Danby, VT",Rutland VT,
50,05740,"East Middlebury, VT",Addison VT,
50,05742,"East Wallingford, VT",Rutland VT,
50,05743,"Fair Haven, VT",Rutland VT,
50,05744,"Florence, VT",Rutland VT,
50,05747,"Granville, VT",Addison VT,
50,05748,"Hancock, VT",Addison VT,
50,05751,"Killington, VT",Rutland VT,
50,05753,"Middlebury, VT",Addison VT,
50,05757,"Middletown Springs, VT",Rutland VT,
50,05758,"Mount Holly, VT",Rutland VT,
50,05759,"North Clarendon, VT",Rutland VT,
50,05760,"Orwell, VT",Addison VT,Rutland VT
50,05761,"Pawlet, VT",Rutland VT,
50,05762,"Pittsfield, VT",Rutland VT,
50,05763,"Pittsford, VT",Rutland VT,
50,05764,"Poultney, VT",Rutland VT,
50,05765,"Proctor, VT",Rutland VT,
50,05766,"Ripton, VT (PO Boxes)",Addison VT,
50,05767,"Rochester, VT",Windsor VT,Rutland VT
50,05769,"Salisbury, VT",Addison VT,
50,05770,"Shoreham, VT",Addison VT,
50,05772,"Stockbridge, VT",Windsor VT,
50,05773,"Wallingford, VT",Rutland VT,
50,05774,"Wells, VT",Rutland VT,
50,05775,"West Pawlet, VT",Rutland VT,
50,05776,"West Rupert, VT",Bennington VT,
50,05777,"West Rutland, VT",Rutland VT,
50,05778,"Whiting, VT",Addison VT,Rutland VT
50,05819,"St. Johnsbury, VT",Caledonia VT,
50,05820,"Albany, VT",Orleans VT,
50,05821,"Barnet, VT",Caledonia VT,
50,05822,"Barton, VT",Orleans VT,
50,05824,"Concord, VT",Essex VT,Caledonia VT
50,05825,"Coventry, VT",Orleans VT,
50,05826,"Craftsbury, VT",Orleans VT,
50,05827,"Craftsbury Common, VT",Orleans VT,
50,05828,"Danville, VT",Caledonia VT,
50,05829,"Derby, VT",Orleans VT,
50,05830,"Derby Line, VT",Orleans VT,
50,05832,"East Burke, VT",Caledonia VT,
50,05833,"East Charleston, VT",Orleans VT,
50,05836,"East Hardwick, VT",Caledonia VT,
50,05837,"East Haven, VT",Essex VT,Caledonia VT
50,05839,"Glover, VT",Orleans VT,
50,05841,"Greensboro, VT",Orleans VT,
50,05842,"Greensboro Bend, VT",Orleans VT,Caledonia VT
50,05843,"Hardwick, VT",Caledonia VT,Washington VT
50,05845,"Irasburg, VT",Orleans VT,
50,05846,"Island Pond, VT",Essex VT,
50,05847,"Lowell, VT",Orleans VT,
50,05850,"Lyndon Center, VT",Caledonia VT,
50,05851,"Lyndonville, VT",Caledonia VT,
50,05853,"Morgan, VT",Orleans VT,
50,05855,"Newport, VT",Orleans VT,
50,05857,"Newport Center, VT",Orleans VT,
50,05858,"North Concord, VT",Essex VT,
50,05859,"North Troy, VT",Orleans VT,
50,05860,"Orleans, VT",Orleans VT,
50,05862,"Peacham, VT",Caledonia VT,
50,05866,"Sheffield, VT",Caledonia VT,
50,05867,"Sutton, VT",Caledonia VT,
50,05868,"Troy, VT",Orleans VT,
50,05871,"West Burke, VT",Caledonia VT,
50,05872,"West Charleston, VT",Orleans VT,
50,05873,"West Danville, VT",Caledonia VT,
50,05874,"Westfield, VT",Orleans VT,
50,05875,"West Glover, VT",Orleans VT,
50,05901,"Averill, VT",Essex VT,
50,05902,"Beecher Falls, VT",Essex VT,
50,05903,"Canaan, VT",Essex VT,
50,05904,"Gilman, VT",Essex VT,
50,05905,"Guildhall, VT",Essex VT,
50,05906,"Lunenburg, VT",Essex VT,
50,05907,"Norton, VT",Essex VT,
51,20105,"Stone Ridge, VA",Loudoun VA,
51,20106,"Amissville, VA",Culpeper VA,Rappahannock VA
51,20109,"Sudley, VA",Prince William VA,Manassas city VA
51,20110,"Manassas, VA",Manassas city VA,Prince William VA
51,20111,"Manassas Park, VA",Prince William VA,Manassas Park city VA
51,20112,"Manassas, VA",Prince William VA,
51,20115,"Marshall, VA",Fauquier VA,
51,20117,"Middleburg, VA",Loudoun VA,Fauquier VA
51,20118,"Middleburg, VA",Loudoun VA,
51,20119,"Catlett, VA",Fauquier VA,
51,20120,"Centreville, VA",Fairfax VA,Loudoun VA
51,20121,"Centreville, VA",Fairfax VA,
51,20124,"Centreville, VA",Fairfax VA,
51,20129,"Paeonian Springs, VA",Loudoun VA,
51,20130,"Paris, VA",Clarke VA,Fauquier VA
51,20132,"Purcellville, VA",Loudoun VA,
51,20135,"Bluemont, VA",Clarke VA,Loudoun VA
51,20136,"Linton Hall, VA",Prince William VA,
51,20137,"Broad Run, VA",Fauquier VA,Prince William VA
51,20139,"Casanova, VA (PO Boxes)",Fauquier VA,
51,20141,"Round Hill, VA",Loudoun VA,
51,20143,"Catharpin, VA",Prince William VA,
51,20144,"Delaplane, VA",Fauquier VA,
51,20147,"Ashburn, VA",Loudoun VA,
51,20148,"Broadlands, VA",Loudoun VA,
51,20151,"Chantilly, VA",Fairfax VA,
51,20152,"South Riding, VA",Loudoun VA,
51,20155,"Gainesville, VA",Prince William VA,
51,20158,"Hamilton, VA",Loudoun VA,
51,20164,"Sterling, VA",Loudoun VA,
51,20165,"Cascades, VA",Loudoun VA,
51,20166,"Dulles Town Center, VA",Loudoun VA,
51,20169,"Haymarket, VA",Prince William VA,
51,20170,"Herndon, VA",Fairfax VA,
51,20171,"McNair, VA",Fairfax VA,
51,20175,"Leesburg, VA",Loudoun VA,
51,20176,"Leesburg, VA",Loudoun VA,
51,20180,"Lovettsville, VA",Loudoun VA,
51,20181,"Nokesville, VA",Prince William VA,Fauquier VA
51,20184,"Upperville, VA",Fauquier VA,Loudoun VA
51,20186,"Warrenton, VA",Fauquier VA,Culpeper VA
51,20187,"New Baltimore, VA",Fauquier VA,
51,20190,"Reston, VA",Fairfax VA,
51,20191,"Reston, VA",Fairfax VA,
51,20194,"Reston, VA",Fairfax VA,
51,20197,"Waterford, VA",Loudoun VA,
51,20198,"The Plains, VA",Fauquier VA,
51,22003,"Annandale, VA",Fairfax VA,
51,22015,"Burke, VA",Fairfax VA,
51,22025,"Montclair, VA",Prince William VA,
51,22026,"Cherry Hill, VA",Prince William VA,
51,22027,"Dunn Loring, VA",Fairfax VA,
51,22030,"Fairfax, VA",Fairfax VA,Fairfax city VA
51,22031,"Merrifield, VA",Fairfax VA,Fairfax city VA
51,22032,"Kings Park West, VA",Fairfax VA,Fairfax city VA
51,22033,"Fair Oaks, VA",Fairfax VA,
51,22039,"Crosspointe, VA",Fairfax VA,
51,22041,"Baileys Crossroads, VA",Fairfax VA,
51,22042,"West Falls Church, VA",Fairfax VA,Falls Church city VA
51,22043,"Idylwood, VA",Fairfax VA,
51,22044,"Seven Corners, VA",Fairfax VA,Falls Church city VA
51,22046,"Falls Church, VA",Falls Church city VA,Fairfax VA
51,22060,"Fort Belvoir, VA",Fairfax VA,
51,22066,"Great Falls, VA",Fairfax VA,Loudoun VA
51,22079,"Lorton, VA",Fairfax VA,
51,22101,"McLean, VA",Fairfax VA,Arlington VA
51,22102,"Tysons Corner, VA",Fairfax VA,
51,22124,"Oakton, VA",Fairfax VA,
51,22125,"Occoquan, VA",Prince William VA,
51,22134,"Quantico Base, VA",Prince William VA,Stafford VA
51,22150,"Springfield, VA",Fairfax VA,
51,22151,"North Springfield, VA",Fairfax VA,
51,22152,"West Springfield, VA",Fairfax VA,
51,22153,"Newington Forest, VA",Fairfax VA,
51,22172,"Triangle, VA",Prince William VA,
51,22180,"Vienna, VA",Fairfax VA,
51,22181,"Oakton, VA",Fairfax VA,
51,22182,"Wolf Trap, VA",Fairfax VA,
51,22191,"Marumsco, VA",Prince William VA,
51,22192,"Lake Ridge, VA",Prince William VA,
51,22193,"Dale City, VA",Prince William VA,
51,22201,"Arlington, VA",Arlington VA,
51,22202,"Arlington, VA",Arlington VA,
51,22203,"Arlington, VA",Arlington VA,
51,22204,"Arlington, VA",Arlington VA,
51,22205,"Arlington, VA",Arlington VA,Falls Church city VA
51,22206,"Arlington, VA",Arlington VA,Alexandria city VA
51,22207,"Arlington, VA",Arlington VA,Fairfax VA
51,22209,"Arlington, VA",Arlington VA,
51,22211,"Arlington, VA",Arlington VA,
51,22213,"Arlington, VA",Arlington VA,
51,22214,"Arlington, VA",Arlington VA,
51,22301,"Alexandria, VA",Alexandria city VA,
51,22302,"Alexandria, VA",Alexandria city VA,Fairfax VA
51,22303,"Huntington, VA",Fairfax VA,
51,22304,"Alexandria, VA",Alexandria city VA,Fairfax VA
51,22305,"Alexandria, VA",Alexandria city VA,
51,22306,"Hybla Valley, VA",Fairfax VA,
51,22307,"Belle Haven, VA",Fairfax VA,
51,22308,"Fort Hunt, VA",Fairfax VA,
51,22309,"Woodlawn, VA",Fairfax VA,
51,22310,"Rose Hill, VA",Fairfax VA,
51,22311,"Alexandria, VA",Alexandria city VA,Fairfax VA
51,22312,"Lincolnia, VA",Fairfax VA,Alexandria city VA
51,22314,"Alexandria, VA",Alexandria city VA,
51,22315,"Kingstowne, VA",Fairfax VA,
51,22401,"Fredericksburg, VA",Fredericksburg city VA,
51,22405,"Fredericksburg, VA",Stafford VA,
51,22406,"Fredericksburg, VA",Stafford VA,Fauquier VA
51,22407,"Fredericksburg, VA",Spotsylvania VA,
51,22408,"Fredericksburg, VA",Spotsylvania VA,Caroline VA
51,22427,"Bowling Green, VA",Caroline VA,
51,22432,"Burgess, VA",Northumberland VA,
51,22433,"Burr Hill, VA",Orange VA,
51,22435,"Callao, VA",Northumberland VA,Richmond VA
51,22436,"Caret, VA",Essex VA,
51,22437,"Center Cross, VA",Essex VA,King and Queen VA
51,22438,"Champlain, VA",Essex VA,
51,22443,"Colonial Beach, VA",Westmoreland VA,
51,22448,"Dahlgren Center, VA",King George VA,
51,22454,"Dunnsville, VA",Essex VA,
51,22460,"Farnham, VA",Richmond VA,
51,22469,"Hague, VA",Westmoreland VA,
51,22473,"Heathsville, VA",Northumberland VA,Lancaster VA
51,22476,"Hustle, VA",Essex VA,
51,22480,"Irvington, VA",Lancaster VA,
51,22482,"Kilmarnock, VA",Lancaster VA,Northumberland VA
51,22485,"King George, VA",King George VA,Westmoreland VA
51,22488,"Kinsale, VA",Westmoreland VA,
51,22503,"Lancaster, VA",Lancaster VA,
51,22504,"Laneview, VA",Essex VA,Middlesex VA
51,22508,"Lake of the Woods, VA",Orange VA,Spotsylvania VA
51,22511,"Lottsburg, VA",Northumberland VA,
51,22514,"Milford, VA",Caroline VA,King and Queen VA
51,22520,"Montross, VA",Westmoreland VA,
51,22529,"Oldhams, VA (PO Boxes)",Westmoreland VA,
51,22530,"Ophelia, VA (PO Boxes)",Northumberland VA,
51,22534,"Partlow, VA",Spotsylvania VA,
51,22535,"Port Royal, VA",Caroline VA,
51,22538,"Rappahannock Academy, VA",Caroline VA,
51,22539,"Reedville, VA",Northumberland VA,
51,22542,"Rhoadesville, VA",Orange VA,
51,22546,"Ruther Glen, VA",Caroline VA,Hanover VA
51,22548,"Sharps, VA (PO Boxes)",Richmond VA,
51,22551,"Spotsylvania, VA",Spotsylvania VA,
51,22553,"Spotsylvania, VA",Spotsylvania VA,
51,22554,"Stafford, VA",Stafford VA,
51,22556,"Stafford, VA",Stafford VA,
51,22560,"Tappahannock, VA",Essex VA,King and Queen VA
51,22567,"Unionville, VA",Orange VA,
51,22572,"Warsaw, VA",Richmond VA,Westmoreland VA
51,22576,"Weems, VA",Lancaster VA,
51,22578,"White Stone, VA",Lancaster VA,
51,22579,"Wicomico Church, VA (PO Boxes)",Northumberland VA,
51,22580,"Woodford, VA",Caroline VA,Spotsylvania VA
51,22601,"Winchester, VA",Winchester city VA,Frederick VA
51,22602,"Winchester, VA",Frederick VA,
51,22603,"Winchester, VA",Frederick VA,
51,22610,"Bentonville, VA",Warren VA,
51,22611,"Berryville, VA",Clarke VA,
51,22620,"Boyce, VA",Clarke VA,
51,22623,"Chester Gap, VA",Rappahannock VA,Warren VA
51,22624,"Clear Brook, VA",Frederick VA,
51,22625,"Lake Holiday, VA",Frederick VA,
51,22627,"Flint Hill, VA",Rappahannock VA,
51,22630,"Front Royal, VA",Warren VA,Frederick VA
51,22637,"Gore, VA",Frederick VA,
51,22639,"Hume, VA",Fauquier VA,
51,22640,"Huntly, VA",Rappahannock VA,
51,22641,"Strasburg, VA",Shenandoah VA,
51,22642,"Linden, VA",Warren VA,Fauquier VA
51,22643,"Markham, VA",Fauquier VA,
51,22644,"Maurertown, VA",Shenandoah VA,
51,22645,"Middletown, VA",Frederick VA,Warren VA
51,22646,"Millwood, VA (PO Boxes)",Clarke VA,
51,22650,"Rileyville, VA",Page VA,
51,22652,"Fort Valley, VA",Shenandoah VA,
51,22654,"Star Tannery, VA",Frederick VA,Shenandoah VA
51,22655,"Stephens City, VA",Frederick VA,Warren VA
51,22656,"Stephenson, VA",Frederick VA,
51,22657,"Strasburg, VA",Shenandoah VA,Warren VA
51,22660,"Toms Brook, VA",Shenandoah VA,
51,22663,"White Post, VA",Frederick VA,Clarke VA
51,22664,"Woodstock, VA",Shenandoah VA,
51,22701,"Culpeper, VA",Culpeper VA,Orange VA
51,22709,"Aroda, VA",Madison VA,
51,22711,"Banco, VA",Madison VA,
51,22712,"Bealeton, VA",Fauquier VA,
51,22713,"Boston, VA",Culpeper VA,Rappahannock VA
51,22714,"Brandy Station, VA",Culpeper VA,
51,22715,"Brightwood, VA",Madison VA,
51,22716,"Castleton, VA",Rappahannock VA,
51,22718,"Elkwood, VA",Culpeper VA,
51,22719,"Etlan, VA",Madison VA,
51,22720,"Goldvein, VA",Fauquier VA,
51,22722,"Haywood, VA",Madison VA,
51,22723,"Hood, VA (PO Boxes)",Madison VA,
51,22724,"Jeffersonton, VA",Culpeper VA,
51,22726,"Lignum, VA",Culpeper VA,
51,22727,"Madison, VA",Madison VA,
51,22728,"Midland, VA",Fauquier VA,
51,22729,"Mitchells, VA",Culpeper VA,
51,22730,"Oakpark, VA",Madison VA,
51,22731,"Pratts, VA",Madison VA,
51,22732,"Radiant, VA",Madison VA,
51,22733,"Rapidan, VA",Culpeper VA,Orange VA
51,22734,"Remington, VA",Fauquier VA,Culpeper VA
51,22735,"Reva, VA",Culpeper VA,Madison VA
51,22736,"Richardsville, VA",Culpeper VA,
51,22737,"Rixeyville, VA",Culpeper VA,
51,22738,"Rochelle, VA",Madison VA,
51,22740,"Sperryville, VA",Rappahannock VA,Culpeper VA
51,22741,"Stevensburg, VA",Culpeper VA,
51,22742,"Sumerduck, VA",Fauquier VA,
51,22743,"Syria, VA",Madison VA,
51,22747,"Washington, VA",Rappahannock VA,
51,22749,"Woodville, VA",Rappahannock VA,
51,22801,"Harrisonburg, VA",Harrisonburg city VA,Rockingham VA
51,22802,"Harrisonburg, VA",Harrisonburg city VA,Rockingham VA
51,22807,"Harrisonburg, VA",Harrisonburg city VA,
51,22810,"Basye, VA",Shenandoah VA,
51,22811,"Bergton, VA",Rockingham VA,
51,22812,"Bridgewater, VA",Rockingham VA,Augusta VA
51,22815,"Broadway, VA",Rockingham VA,Shenandoah VA
51,22820,"Criders, VA",Rockingham VA,
51,22821,"Dayton, VA",Rockingham VA,
51,22824,"Edinburg, VA",Shenandoah VA,
51,22827,"Elkton, VA",Rockingham VA,Page VA
51,22830,"Fulks Run, VA",Rockingham VA,
51,22831,"Hinton, VA",Rockingham VA,
51,22832,"Keezletown, VA",Rockingham VA,
51,22834,"Linville, VA",Rockingham VA,
51,22835,"Luray, VA",Page VA,Madison VA
51,22840,"Massanutten, VA",Rockingham VA,
51,22841,"Mount Crawford, VA",Rockingham VA,Augusta VA
51,22842,"Mount Jackson, VA",Shenandoah VA,
51,22843,"Mount Solon, VA",Augusta VA,
51,22844,"New Market, VA",Shenandoah VA,Rockingham VA
