state,zcta5,ZIPName,County,County2
01,35004,"Moody, AL",St. Clair AL,
01,35005,"Adamsville, AL",Jefferson AL,
01,35006,"Adger, AL",Jefferson AL,Walker AL
01,35007,"Alabaster, AL",Shelby AL,
01,35010,"Alexander City, AL",Tallapoosa AL,Coosa AL
01,35013,"Allgood, AL",Blount AL,
01,35014,"Alpine, AL",Talladega AL,
01,35016,"Arab, AL",Marshall AL,Cullman AL
01,35019,"Baileyton, AL",Cullman AL,Morgan AL
01,35020,"Bessemer, AL",Jefferson AL,
01,35022,"Bessemer, AL",Jefferson AL,Shelby AL
01,35023,"Hueytown, AL",Jefferson AL,
01,35031,"Blountsville, AL",Blount AL,
01,35032,"Bon Air, AL",Talladega AL,
01,35033,"Bremen, AL",Cullman AL,Walker AL
01,35034,"Brent, AL",Bibb AL,Perry AL
01,35035,"Brierfield, AL",Bibb AL,Shelby AL
01,35036,"Brookside, AL",Jefferson AL,
01,35040,"Calera, AL",Shelby AL,Chilton AL
01,35042,"Centreville, AL",Bibb AL,
01,35043,"Chelsea, AL",Shelby AL,
01,35044,"Childersburg, AL",Talladega AL,
01,35045,"Clanton, AL",Chilton AL,
01,35046,"Clanton, AL",Chilton AL,Coosa AL
01,35049,"Cleveland, AL",Blount AL,
01,35051,"Columbiana, AL",Shelby AL,
01,35052,"Cook Springs, AL (PO Boxes)",St. Clair AL,
01,35053,"Crane Hill, AL",Cullman AL,Winston AL
01,35054,"Cropwell, AL",St. Clair AL,
01,35055,"Cullman, AL",Cullman AL,
01,35057,"Cullman, AL",Cullman AL,
01,35058,"Cullman, AL",Cullman AL,
01,35060,"Docena, AL (PO Boxes)",Jefferson AL,
01,35061,"Birmingham, AL",Jefferson AL,
01,35062,"Dora, AL",Jefferson AL,Walker AL
01,35063,"Empire, AL",Walker AL,Blount AL
01,35064,"Fairfield, AL",Jefferson AL,
01,35068,"Fultondale, AL",Jefferson AL,
01,35070,"Garden City, AL",Cullman AL,
01,35071,"Gardendale, AL",Jefferson AL,
01,35072,"Goodwater, AL",Coosa AL,Clay AL
01,35073,"Graysville, AL",Jefferson AL,
01,35074,"Green Pond, AL (PO Boxes)",Bibb AL,
01,35077,"Hanceville, AL",Cullman AL,
01,35078,"Harpersville, AL",Shelby AL,
01,35079,"Hayden, AL",Blount AL,Jefferson AL
01,35080,"Helena, AL",Shelby AL,Jefferson AL
01,35083,"Holly Pond, AL",Cullman AL,
01,35085,"Jemison, AL",Chilton AL,
01,35087,"Joppa, AL",Cullman AL,Morgan AL
01,35089,"Kellyton, AL",Coosa AL,Tallapoosa AL
01,35091,"Kimberly, AL",Jefferson AL,
01,35094,"Leeds, AL",Jefferson AL,St. Clair AL
01,35096,"Lincoln, AL",Talladega AL,Calhoun AL
01,35097,"Locust Fork, AL",Blount AL,
01,35098,"Logan, AL",Cullman AL,Winston AL
01,35111,"Mc Calla, AL",Tuscaloosa AL,Jefferson AL
01,35112,"Margaret, AL",St. Clair AL,
01,35114,"Alabaster, AL",Shelby AL,
01,35115,"Montevallo, AL",Shelby AL,Chilton AL
01,35116,"Morris, AL",Jefferson AL,
01,35117,"Mount Olive, AL",Jefferson AL,
01,35118,"Sylvan Springs, AL",Jefferson AL,
01,35119,"New Castle, AL (PO Boxes)",Jefferson AL,
01,35120,"Odenville, AL",St. Clair AL,
01,35121,"Oneonta, AL",Blount AL,St. Clair AL
01,35124,"Pelham, AL",Shelby AL,
01,35125,"Pell City, AL",St. Clair AL,
01,35126,"Pinson, AL",Jefferson AL,Blount AL
01,35127,"Pleasant Grove, AL",Jefferson AL,
01,35128,"Pell City, AL",St. Clair AL,
01,35130,"Quinton, AL",Walker AL,Jefferson AL
01,35131,"Ragland, AL",St. Clair AL,
01,35133,"Remlap, AL",Blount AL,St. Clair AL
01,35135,"Riverside, AL",St. Clair AL,
01,35136,"Rockford, AL",Coosa AL,
01,35139,"Sayre, AL (PO Boxes)",Jefferson AL,
01,35143,"Shelby, AL",Shelby AL,
01,35146,"Springville, AL",St. Clair AL,Blount AL
01,35147,"Chelsea, AL",Shelby AL,
01,35148,"Sumiton, AL",Walker AL,Jefferson AL
01,35149,"Sycamore, AL (PO Boxes)",Talladega AL,
01,35150,"Sylacauga, AL",Talladega AL,Coosa AL
01,35151,"Sylacauga, AL",Talladega AL,Coosa AL
01,35160,"Talladega, AL",Talladega AL,Clay AL
01,35171,"Thorsby, AL",Chilton AL,
01,35172,"Trafford, AL",Blount AL,Jefferson AL
01,35173,"Trussville, AL",Jefferson AL,St. Clair AL
01,35175,"Union Grove, AL",Marshall AL,Morgan AL
01,35176,"Vandiver, AL",Shelby AL,
01,35178,"Vincent, AL",Shelby AL,St. Clair AL
01,35179,"Vinemont, AL",Cullman AL,Morgan AL
01,35180,"Warrior, AL",Jefferson AL,Blount AL
01,35183,"Weogufka, AL",Coosa AL,
01,35184,"West Blocton, AL",Bibb AL,
01,35186,"Wilsonville, AL",Shelby AL,
01,35187,"Wilton, AL",Shelby AL,
01,35188,"Woodstock, AL",Bibb AL,Tuscaloosa AL
01,35203,"Birmingham, AL",Jefferson AL,
01,35204,"Birmingham, AL",Jefferson AL,
01,35205,"Birmingham, AL",Jefferson AL,
01,35206,"Birmingham, AL",Jefferson AL,
01,35207,"Birmingham, AL",Jefferson AL,
01,35208,"Birmingham, AL",Jefferson AL,
01,35209,"Homewood, AL",Jefferson AL,
01,35210,"Irondale, AL",Jefferson AL,
01,35211,"Birmingham, AL",Jefferson AL,
01,35212,"Birmingham, AL",Jefferson AL,
01,35213,"Mountain Brook, AL",Jefferson AL,
01,35214,"Forestdale, AL",Jefferson AL,
01,35215,"Birmingham, AL",Jefferson AL,
01,35216,"Vestavia Hills, AL",Jefferson AL,Shelby AL
01,35217,"Tarrant, AL",Jefferson AL,
01,35218,"Birmingham, AL",Jefferson AL,
01,35221,"Birmingham, AL",Jefferson AL,
01,35222,"Birmingham, AL",Jefferson AL,
01,35223,"Mountain Brook, AL",Jefferson AL,
01,35224,"Birmingham, AL",Jefferson AL,
01,35226,"Hoover, AL",Jefferson AL,
01,35228,"Midfield, AL",Jefferson AL,
01,35229,"Homewood, AL",Jefferson AL,
01,35233,"Birmingham, AL",Jefferson AL,
01,35234,"Birmingham, AL",Jefferson AL,
01,35235,"Birmingham, AL",Jefferson AL,
01,35242,"Hoover, AL",Shelby AL,Jefferson AL
01,35243,"Vestavia Hills, AL",Jefferson AL,Shelby AL
01,35244,"Hoover, AL",Jefferson AL,Shelby AL
01,35254,"Birmingham, AL",Jefferson AL,
01,35401,"Tuscaloosa, AL",Tuscaloosa AL,
01,35404,"Tuscaloosa, AL",Tuscaloosa AL,
01,35405,"Tuscaloosa, AL",Tuscaloosa AL,
01,35406,"Tuscaloosa, AL",Tuscaloosa AL,
01,35441,"Akron, AL",Hale AL,
01,35442,"Aliceville, AL",Pickens AL,Sumter AL
01,35443,"Boligee, AL",Greene AL,
01,35444,"Brookwood, AL",Tuscaloosa AL,Jefferson AL
01,35446,"Buhl, AL",Tuscaloosa AL,
01,35447,"Carrollton, AL",Pickens AL,
01,35452,"Coker, AL",Tuscaloosa AL,
01,35453,"Cottondale, AL",Tuscaloosa AL,
01,35456,"Duncanville, AL",Tuscaloosa AL,Bibb AL
01,35458,"Elrod, AL",Tuscaloosa AL,
01,35459,"Emelle, AL",Sumter AL,
01,35460,"Epes, AL",Sumter AL,
01,35461,"Ethelsville, AL",Pickens AL,
01,35462,"Eutaw, AL",Greene AL,
01,35463,"Fosters, AL",Tuscaloosa AL,Greene AL
01,35464,"Gainesville, AL",Sumter AL,Greene AL
01,35466,"Gordo, AL",Pickens AL,Tuscaloosa AL
01,35469,"Knoxville, AL",Greene AL,Tuscaloosa AL
01,35470,"Livingston, AL",Sumter AL,
01,35473,"Northport, AL",Tuscaloosa AL,
01,35474,"Moundville, AL",Hale AL,Tuscaloosa AL
01,35475,"Northport, AL",Tuscaloosa AL,
01,35476,"Northport, AL",Tuscaloosa AL,
01,35477,"Panola, AL (PO Boxes)",Sumter AL,
01,35480,"Ralph, AL",Tuscaloosa AL,Greene AL
01,35481,"Reform, AL",Pickens AL,
01,35490,"Vance, AL",Tuscaloosa AL,
01,35501,"Jasper, AL",Walker AL,
01,35503,"Jasper, AL",Walker AL,Winston AL
01,35504,"Jasper, AL",Walker AL,
01,35540,"Addison, AL",Winston AL,Cullman AL
01,35541,"Arley, AL",Winston AL,Cullman AL
01,35542,"Bankston, AL",Fayette AL,
01,35543,"Bear Creek, AL",Marion AL,
01,35544,"Beaverton, AL",Lamar AL,
01,35545,"Belk, AL",Fayette AL,
01,35546,"Berry, AL",Fayette AL,Tuscaloosa AL
01,35548,"Brilliant, AL",Marion AL,
01,35549,"Carbon Hill, AL",Walker AL,Fayette AL
01,35550,"Cordova, AL",Walker AL,
01,35552,"Detroit, AL",Lamar AL,Marion AL
01,35553,"Double Springs, AL",Winston AL,
01,35554,"Eldridge, AL",Fayette AL,Walker AL
01,35555,"Fayette, AL",Fayette AL,Tuscaloosa AL
01,35559,"Glen Allen, AL",Fayette AL,
01,35563,"Guin, AL",Marion AL,Fayette AL
01,35564,"Hackleburg, AL",Marion AL,Franklin AL
01,35565,"Haleyville, AL",Winston AL,Marion AL
01,35570,"Hamilton, AL",Marion AL,Lamar AL
01,35571,"Hodges, AL",Franklin AL,Marion AL
01,35572,"Houston, AL",Winston AL,
01,35574,"Kennedy, AL",Lamar AL,Pickens AL
01,35575,"Lynn, AL",Winston AL,
01,35576,"Millport, AL",Lamar AL,Pickens AL
01,35577,"Natural Bridge, AL",Winston AL,
01,35578,"Nauvoo, AL",Walker AL,Winston AL
01,35579,"Oakman, AL",Walker AL,Tuscaloosa AL
01,35580,"Parrish, AL",Walker AL,
01,35581,"Phil Campbell, AL",Franklin AL,Marion AL
01,35582,"Red Bay, AL",Franklin AL,
01,35584,"Sipsey, AL",Walker AL,
01,35585,"Spruce Pine, AL",Franklin AL,
01,35586,"Sulligent, AL",Lamar AL,
01,35587,"Townley, AL",Walker AL,
01,35592,"Vernon, AL",Lamar AL,
01,35593,"Vina, AL",Franklin AL,Marion AL
01,35594,"Winfield, AL",Marion AL,Fayette AL
01,35601,"Decatur, AL",Morgan AL,
01,35603,"Decatur, AL",Morgan AL,Lawrence AL
01,35610,"Anderson, AL",Lauderdale AL,Limestone AL
01,35611,"Athens, AL",Limestone AL,
01,35613,"Athens, AL",Limestone AL,
01,35614,"Athens, AL",Limestone AL,Lauderdale AL
01,35616,"Cherokee, AL",Colbert AL,
01,35618,"North Courtland, AL",Lawrence AL,
01,35619,"Danville, AL",Morgan AL,Lawrence AL
01,35620,"Elkmont, AL",Limestone AL,
01,35621,"Eva, AL",Morgan AL,Cullman AL
01,35622,"Falkville, AL",Morgan AL,Cullman AL
01,35630,"Florence, AL",Lauderdale AL,
01,35633,"Florence, AL",Lauderdale AL,
01,35634,"Florence, AL",Lauderdale AL,
01,35640,"Hartselle, AL",Morgan AL,
01,35643,"Hillsboro, AL",Lawrence AL,
01,35645,"Killen, AL",Lauderdale AL,
01,35646,"Leighton, AL",Colbert AL,
01,35647,"Lester, AL",Limestone AL,
01,35648,"Lexington, AL",Lauderdale AL,
01,35649,"Mooresville, AL",Limestone AL,
01,35650,"Moulton, AL",Lawrence AL,
01,35651,"Mount Hope, AL",Lawrence AL,
01,35652,"Rogersville, AL",Lauderdale AL,Limestone AL
01,35653,"Russellville, AL",Franklin AL,Colbert AL
01,35654,"Russellville, AL",Franklin AL,Colbert AL
01,35660,"Sheffield, AL",Colbert AL,
01,35661,"Muscle Shoals, AL",Colbert AL,
01,35670,"Somerville, AL",Morgan AL,
01,35671,"Tanner, AL",Limestone AL,
01,35672,"Town Creek, AL",Lawrence AL,Colbert AL
01,35673,"Trinity, AL",Lawrence AL,Morgan AL
01,35674,"Tuscumbia, AL",Colbert AL,
01,35677,"Waterloo, AL",Lauderdale AL,
01,35739,"Ardmore, AL",Limestone AL,Madison AL
01,35740,"Bridgeport, AL",Jackson AL,
01,35741,"Huntsville, AL",Madison AL,
01,35744,"Dutton, AL",Jackson AL,
01,35745,"Estillfork, AL",Jackson AL,
01,35746,"Fackler, AL",Jackson AL,
01,35747,"Grant, AL",Marshall AL,
01,35748,"Gurley, AL",Madison AL,Jackson AL
01,35749,"Harvest, AL",Madison AL,Limestone AL
01,35750,"Hazel Green, AL",Madison AL,
01,35751,"Hollytree, AL (PO Boxes)",Jackson AL,
01,35752,"Hollywood, AL",Jackson AL,
01,35754,"Laceys Spring, AL",Morgan AL,Marshall AL
01,35755,"Langston, AL",Marshall AL,Jackson AL
01,35756,"Madison, AL",Limestone AL,Madison AL
01,35757,"Madison, AL",Madison AL,Limestone AL
01,35758,"Madison, AL",Madison AL,
01,35759,"Meridianville, AL",Madison AL,
01,35760,"New Hope, AL",Madison AL,Marshall AL
01,35761,"New Market, AL",Madison AL,
01,35763,"Huntsville, AL",Madison AL,
01,35764,"Paint Rock, AL",Jackson AL,
01,35765,"Pisgah, AL",Jackson AL,DeKalb AL
01,35766,"Princeton, AL (PO Boxes)",Jackson AL,
01,35768,"Scottsboro, AL",Jackson AL,
01,35769,"Scottsboro, AL",Jackson AL,Marshall AL
01,35771,"Section, AL",Jackson AL,DeKalb AL
01,35772,"Stevenson, AL",Jackson AL,
01,35773,"Toney, AL",Madison AL,Limestone AL
01,35774,"Trenton, AL (PO Boxes)",Jackson AL,
01,35775,"Valhermoso Springs, AL",Morgan AL,
01,35776,"Woodville, AL",Jackson AL,Marshall AL
01,35801,"Huntsville, AL",Madison AL,
01,35802,"Huntsville, AL",Madison AL,
01,35803,"Huntsville, AL",Madison AL,
01,35805,"Huntsville, AL",Madison AL,
01,35806,"Huntsville, AL",Madison AL,
01,35808,"Redstone Arsenal, AL",Madison AL,
01,35810,"Huntsville, AL",Madison AL,
01,35811,"Huntsville, AL",Madison AL,
01,35816,"Huntsville, AL",Madison AL,
01,35824,"Huntsville, AL",Madison AL,
01,35896,"Huntsville, AL",Madison AL,
01,35901,"Gadsden, AL",Etowah AL,Cherokee AL
01,35903,"Gadsden, AL",Etowah AL,Cherokee AL
01,35904,"Gadsden, AL",Etowah AL,
01,35905,"Glencoe, AL",Etowah AL,Calhoun AL
01,35906,"Rainbow City, AL",Etowah AL,
01,35907,"Southside, AL",Etowah AL,
01,35950,"Albertville, AL",Marshall AL,
01,35951,"Albertville, AL",Marshall AL,DeKalb AL
01,35952,"Altoona, AL",Etowah AL,Blount AL
01,35953,"Ashville, AL",St. Clair AL,
01,35954,"Attalla, AL",Etowah AL,DeKalb AL
01,35956,"Whitesboro, AL",Etowah AL,
01,35957,"Boaz, AL",Marshall AL,DeKalb AL
01,35958,"Bryant, AL",Jackson AL,
01,35959,"Cedar Bluff, AL",Cherokee AL,
01,35960,"Centre, AL",Cherokee AL,
01,35961,"Collinsville, AL",DeKalb AL,Cherokee AL
01,35962,"Crossville, AL",DeKalb AL,Marshall AL
01,35963,"Dawson, AL",DeKalb AL,
01,35966,"Flat Rock, AL",Jackson AL,DeKalb AL
01,35967,"Fort Payne, AL",DeKalb AL,Cherokee AL
01,35968,"Fort Payne, AL",DeKalb AL,
01,35971,"Fyffe, AL",DeKalb AL,
01,35972,"Gallant, AL",Etowah AL,St. Clair AL
01,35973,"Gaylesville, AL",Cherokee AL,
01,35974,"Geraldine, AL",DeKalb AL,
01,35975,"Groveoak, AL (PO Boxes)",DeKalb AL,Marshall AL
01,35976,"Guntersville, AL",Marshall AL,Blount AL
01,35978,"Henagar, AL",DeKalb AL,Jackson AL
01,35979,"Higdon, AL",DeKalb AL,Jackson AL
01,35980,"Horton, AL",Marshall AL,Blount AL
01,35981,"Ider, AL",DeKalb AL,
01,35983,"Leesburg, AL",Cherokee AL,
01,35984,"Mentone, AL",DeKalb AL,Cherokee AL
01,35986,"Rainsville, AL",DeKalb AL,
01,35987,"Steele, AL",St. Clair AL,
01,35988,"Sylvania, AL",DeKalb AL,
01,35989,"Valley Head, AL",DeKalb AL,
01,35990,"Walnut Grove, AL",Etowah AL,
01,36003,"Autaugaville, AL",Autauga AL,
01,36005,"Banks, AL",Pike AL,Bullock AL
01,36006,"Billingsley, AL",Autauga AL,Chilton AL
01,36009,"Brantley, AL",Crenshaw AL,Coffee AL
01,36010,"Brundidge, AL",Pike AL,Coffee AL
01,36013,"Pike Road, AL",Montgomery AL,
01,36016,"Clayton, AL",Barbour AL,
01,36017,"Clio, AL",Barbour AL,
01,36020,"Coosada, AL",Elmore AL,
01,36022,"Deatsville, AL",Elmore AL,Autauga AL
01,36024,"Eclectic, AL",Elmore AL,
01,36025,"Elmore, AL",Elmore AL,
01,36026,"Equality, AL",Coosa AL,Elmore AL
01,36027,"Eufaula, AL",Barbour AL,Russell AL
01,36028,"Dozier, AL",Covington AL,Crenshaw AL
01,36029,"Fitzpatrick, AL",Bullock AL,Macon AL
01,36030,"Forest Home, AL",Butler AL,
01,36032,"Fort Deposit, AL",Lowndes AL,Butler AL
01,36033,"Georgiana, AL",Butler AL,Conecuh AL
01,36034,"Glenwood, AL",Pike AL,Crenshaw AL
01,36035,"Goshen, AL",Pike AL,Crenshaw AL
01,36036,"Grady, AL",Montgomery AL,Crenshaw AL
01,36037,"Greenville, AL",Butler AL,Crenshaw AL
01,36038,"Gantt, AL (PO Boxes)",Covington AL,
01,36039,"Hardaway, AL",Macon AL,
01,36040,"Hayneville, AL",Lowndes AL,
01,36041,"Highland Home, AL",Crenshaw AL,Montgomery AL
01,36042,"Honoraville, AL",Crenshaw AL,Butler AL
01,36043,"Hope Hull, AL",Montgomery AL,Lowndes AL
01,36046,"Lapine, AL",Crenshaw AL,Montgomery AL
01,36047,"Letohatchee, AL",Lowndes AL,Montgomery AL
01,36048,"Louisville, AL",Barbour AL,
01,36049,"Luverne, AL",Crenshaw AL,Pike AL
01,36051,"Marbury, AL",Autauga AL,Chilton AL
01,36052,"Mathews, AL (PO Boxes)",Montgomery AL,Bullock AL
01,36053,"Midway, AL",Bullock AL,Barbour AL
01,36054,"Millbrook, AL",Elmore AL,
01,36064,"Pike Road, AL",Montgomery AL,
01,36066,"Prattville, AL",Autauga AL,Elmore AL
01,36067,"Prattville, AL",Autauga AL,
01,36069,"Ramer, AL",Montgomery AL,Pike AL
01,36071,"Rutledge, AL",Crenshaw AL,Butler AL
01,36075,"Shorter, AL",Macon AL,
01,36078,"Tallassee, AL",Elmore AL,Tallapoosa AL
01,36079,"Troy, AL",Pike AL,Coffee AL
01,36080,"Titus, AL",Elmore AL,Coosa AL
01,36081,"Troy, AL",Pike AL,Bullock AL
01,36082,"Troy, AL",Pike AL,
01,36083,"Tuskegee, AL",Macon AL,
01,36088,"Tuskegee, AL",Macon AL,
01,36089,"Union Springs, AL",Bullock AL,Macon AL
01,36091,"Verbena, AL",Chilton AL,Autauga AL
01,36092,"Wetumpka, AL",Elmore AL,
01,36093,"Redland, AL",Elmore AL,
01,36104,"Montgomery, AL",Montgomery AL,
01,36105,"Montgomery, AL",Montgomery AL,
01,36106,"Montgomery, AL",Montgomery AL,
01,36107,"Montgomery, AL",Montgomery AL,
01,36108,"Montgomery, AL",Montgomery AL,
01,36109,"Montgomery, AL",Montgomery AL,
01,36110,"Montgomery, AL",Montgomery AL,
01,36111,"Montgomery, AL",Montgomery AL,
01,36112,"Montgomery, AL",Montgomery AL,
01,36113,"Montgomery, AL",Montgomery AL,
01,36115,"Montgomery, AL",Montgomery AL,
01,36116,"Montgomery, AL",Montgomery AL,
01,36117,"Montgomery, AL",Montgomery AL,
01,36201,"Anniston, AL",Calhoun AL,
01,36203,"Oxford, AL",Calhoun AL,Talladega AL
01,36205,"Anniston, AL",Calhoun AL,
01,36206,"Saks, AL",Calhoun AL,
01,36207,"Anniston, AL",Calhoun AL,Cleburne AL
01,36250,"Alexandria, AL",Calhoun AL,
01,36251,"Ashland, AL",Clay AL,
01,36255,"Cragford, AL",Clay AL,Tallapoosa AL
01,36256,"New Site, AL",Tallapoosa AL,Clay AL
01,36258,"Delta, AL",Clay AL,Cleburne AL
01,36260,"Oxford, AL",Calhoun AL,Talladega AL
01,36262,"Fruithurst, AL",Cleburne AL,
01,36263,"Graham, AL",Randolph AL,
01,36264,"Heflin, AL",Cleburne AL,Randolph AL
01,36265,"Jacksonville, AL",Calhoun AL,
01,36266,"Lineville, AL",Clay AL,Randolph AL
01,36267,"Millerville, AL",Clay AL,
01,36268,"Munford, AL",Talladega AL,Clay AL
01,36269,"Muscadine, AL",Cleburne AL,
01,36271,"Ohatchee, AL",Calhoun AL,
01,36272,"Piedmont, AL",Calhoun AL,Cherokee AL
01,36273,"Ranburne, AL",Cleburne AL,
01,36274,"Roanoke, AL",Randolph AL,Chambers AL
01,36276,"Wadley, AL",Randolph AL,Chambers AL
01,36277,"Weaver, AL",Calhoun AL,
01,36278,"Wedowee, AL",Randolph AL,
01,36279,"Wellington, AL",Calhoun AL,
01,36280,"Woodland, AL",Randolph AL,
01,36301,"Dothan, AL",Houston AL,Geneva AL
01,36303,"Dothan, AL",Houston AL,Dale AL
01,36305,"Dothan, AL",Houston AL,Geneva AL
01,36310,"Abbeville, AL",Henry AL,
01,36311,"Ariton, AL",Dale AL,Barbour AL
01,36312,"Ashford, AL",Houston AL,
01,36313,"Bellwood, AL (PO Boxes)",Geneva AL,
01,36314,"Black, AL",Geneva AL,
01,36316,"Chancellor, AL",Geneva AL,Coffee AL
01,36317,"Clopton, AL",Henry AL,Barbour AL
01,36318,"Coffee Springs, AL",Geneva AL,Coffee AL
01,36319,"Columbia, AL",Houston AL,Henry AL
01,36320,"Cottonwood, AL",Houston AL,
01,36321,"Cowarts, AL",Houston AL,
01,36322,"Daleville, AL",Dale AL,Coffee AL
01,36323,"Elba, AL",Coffee AL,
01,36330,"Enterprise, AL",Coffee AL,Dale AL
01,36340,"Geneva, AL",Geneva AL,
01,36343,"Gordon, AL",Houston AL,
01,36344,"Hartford, AL",Geneva AL,
01,36345,"Headland, AL",Henry AL,Houston AL
01,36346,"Jack, AL",Coffee AL,
01,36350,"Midland City, AL",Dale AL,Houston AL
01,36351,"New Brockton, AL",Coffee AL,
01,36352,"Newton, AL",Houston AL,Dale AL
01,36353,"Newville, AL",Henry AL,Dale AL
01,36360,"Ozark, AL",Dale AL,Coffee AL
01,36362,"Fort Rucker, AL",Dale AL,
01,36370,"Pansey, AL",Houston AL,
01,36371,"Pinckard, AL",Dale AL,
01,36373,"Shorterville, AL",Henry AL,
01,36374,"Skipperville, AL",Dale AL,Barbour AL
01,36375,"Slocomb, AL",Geneva AL,Houston AL
01,36376,"Webb, AL",Houston AL,
01,36401,"Evergreen, AL",Conecuh AL,Monroe AL
01,36420,"Andalusia, AL",Covington AL,Escambia AL
01,36421,"Andalusia, AL",Covington AL,Conecuh AL
01,36425,"Beatrice, AL",Monroe AL,
01,36426,"Brewton, AL",Escambia AL,Conecuh AL
01,36432,"Castleberry, AL",Conecuh AL,Escambia AL
01,36435,"Coy, AL",Wilcox AL,
01,36436,"Dickinson, AL",Clarke AL,
01,36439,"Excel, AL",Monroe AL,
01,36441,"Flomaton, AL",Escambia AL,
01,36442,"Florala, AL",Covington AL,Geneva AL
01,36444,"Franklin, AL",Monroe AL,
01,36445,"Frisco City, AL",Monroe AL,
01,36446,"Fulton, AL",Clarke AL,
01,36451,"Grove Hill, AL",Clarke AL,
01,36453,"Kinston, AL",Coffee AL,Geneva AL
01,36455,"Lockhart, AL",Covington AL,
01,36456,"Mc Kenzie, AL",Butler AL,Conecuh AL
01,36460,"Monroeville, AL",Monroe AL,Conecuh AL
01,36467,"Opp, AL",Covington AL,Coffee AL
01,36471,"Peterman, AL",Monroe AL,Conecuh AL
01,36473,"Range, AL",Conecuh AL,
01,36474,"Red Level, AL",Covington AL,Conecuh AL
01,36475,"Repton, AL",Conecuh AL,Monroe AL
01,36476,"River Falls, AL",Covington AL,
01,36477,"Samson, AL",Geneva AL,Coffee AL
01,36480,"Uriah, AL",Monroe AL,Baldwin AL
01,36481,"Vredenburgh, AL",Monroe AL,Wilcox AL
01,36482,"Whatley, AL",Clarke AL,
01,36483,"Wing, AL",Covington AL,Escambia AL
01,36502,"Atmore, AL",Escambia AL,Monroe AL
01,36505,"Axis, AL",Mobile AL,
01,36507,"Bay Minette, AL",Baldwin AL,
01,36509,"Bayou La Batre, AL",Mobile AL,
01,36511,"Bon Secour, AL",Baldwin AL,
01,36512,"Bucks, AL",Mobile AL,
01,36513,"Calvert, AL (PO Boxes)",Washington AL,Mobile AL
01,36518,"Chatom, AL",Washington AL,
01,36521,"Chunchula, AL",Mobile AL,
01,36522,"Citronelle, AL",Mobile AL,Washington AL
01,36523,"Coden, AL",Mobile AL,
01,36524,"Coffeeville, AL",Clarke AL,
01,36525,"Creola, AL",Mobile AL,
01,36526,"Daphne, AL",Baldwin AL,
01,36527,"Spanish Fort, AL",Baldwin AL,
01,36528,"Dauphin Island, AL",Mobile AL,
01,36529,"Deer Park, AL",Washington AL,
01,36530,"Elberta, AL",Baldwin AL,
01,36532,"Fairhope, AL",Baldwin AL,
01,36535,"Foley, AL",Baldwin AL,
01,36538,"Frankville, AL",Washington AL,
01,36539,"Fruitdale, AL",Washington AL,
01,36540,"Gainestown, AL",Clarke AL,
01,36541,"Grand Bay, AL",Mobile AL,
01,36542,"Gulf Shores, AL",Baldwin AL,
01,36543,"Huxford, AL (PO Boxes)",Escambia AL,
01,36544,"Irvington, AL",Mobile AL,
01,36545,"Jackson, AL",Clarke AL,
01,36548,"Leroy, AL",Washington AL,
01,36549,"Lillian, AL",Baldwin AL,
01,36550,"Little River, AL (PO Boxes)",Baldwin AL,
01,36551,"Loxley, AL",Baldwin AL,
01,36553,"Mc Intosh, AL",Washington AL,
01,36555,"Magnolia Springs, AL",Baldwin AL,
01,36556,"Malcolm, AL",Washington AL,
01,36558,"Millry, AL",Washington AL,Choctaw AL
01,36559,"Montrose, AL (PO Boxes)",Baldwin AL,
01,36560,"Mount Vernon, AL",Mobile AL,
01,36561,"Orange Beach, AL",Baldwin AL,
01,36562,"Perdido, AL",Baldwin AL,Escambia AL
01,36564,"Point Clear, AL",Baldwin AL,
01,36567,"Robertsdale, AL",Baldwin AL,
01,36568,"Saint Elmo, AL (PO Boxes)",Mobile AL,
01,36569,"St. Stephens, AL",Washington AL,
01,36571,"Saraland, AL",Mobile AL,
01,36572,"Satsuma, AL",Mobile AL,
01,36574,"Seminole, AL",Baldwin AL,
01,36575,"Semmes, AL",Mobile AL,
01,36576,"Silverhill, AL",Baldwin AL,
01,36578,"Stapleton, AL (PO Boxes)",Baldwin AL,
01,36579,"Stockton, AL",Baldwin AL,
01,36580,"Summerdale, AL",Baldwin AL,
01,36581,"Sunflower, AL (PO Boxes)",Washington AL,
01,36582,"Theodore, AL",Mobile AL,
01,36583,"Tibbie, AL",Washington AL,
01,36584,"Vinegar Bend, AL",Washington AL,
01,36585,"Wagarville, AL",Washington AL,
01,36587,"Wilmer, AL",Mobile AL,
01,36602,"Mobile, AL",Mobile AL,
01,36603,"Mobile, AL",Mobile AL,
01,36604,"Mobile, AL",Mobile AL,
01,36605,"Mobile, AL",Mobile AL,
01,36606,"Mobile, AL",Mobile AL,
01,36607,"Mobile, AL",Mobile AL,
01,36608,"Mobile, AL",Mobile AL,
01,36609,"Mobile, AL",Mobile AL,
01,36610,"Prichard, AL",Mobile AL,
01,36611,"Chickasaw, AL",Mobile AL,
01,36612,"Prichard, AL",Mobile AL,
01,36613,"Prichard, AL",Mobile AL,
01,36615,"Mobile, AL",Mobile AL,
01,36617,"Mobile, AL",Mobile AL,
01,36618,"Mobile, AL",Mobile AL,
01,36619,"Tillmans Corner, AL",Mobile AL,
01,36688,"Mobile, AL",Mobile AL,
01,36693,"Mobile, AL",Mobile AL,
